Competition,Team 1,Team 2,Result,Round,Year,Date
Serie B,Ceará / CE,Crb / AL,1 x 0,20,2017
Serie B,Paraná / PR,Abc / RN,1 x 0,20,2017
Serie B,Internacional / RS,Londrina / PR,3 x 1,20,2017,12/08/2017
Serie B,Oeste / SP,Paysandu / PA,1 x 3,20,2017
Serie B,Figueirense / SC,Goiás / GO,1 x 1,20,2017
Serie B,Londrina / PR,Brasil / RS,4 x 1,21,2017,15/08/2017
Serie B,Náutico / PE,Figueirense / SC,2 x 0,21,2017
Serie B,Paysandu / PA,Paraná / PR,0 x 0,21,2017
Serie B,Criciúma / SC,Oeste / SP,1 x 1,21,2017
Serie B,Goiás / GO,América / MG,1 x 1,21,2017
Serie B,Abc / RN,Internacional / RS,0 x 3,21,2017
Serie B,Guarani / SP,Santa Cruz / PE,2 x 0,21,2017
Serie B,Boa / MG,Ceará / CE,4 x 1,21,2017
Serie B,Crb / AL,Luverdense / MT,2 x 2,21,2017
Serie B,Juventude / RS,Vila Nova / GO,1 x 0,21,2017
Serie B,Brasil / RS,Goiás / GO,2 x 1,22,2017
Serie B,América / MG,Criciúma / SC,0 x 0,22,2017
Serie B,Paraná / PR,Juventude / RS,2 x 0,22,2017
Serie B,Vila Nova / GO,Abc / RN,2 x 0,22,2017
Serie B,Figueirense / SC,Guarani / SP,2 x 1,22,2017
Serie B,Internacional / RS,Paysandu / PA,3 x 2,22,2017
Serie B,Ceará / CE,Náutico / PE,1 x 0,22,2017
Serie B,Oeste / SP,Boa / MG,4 x 1,22,2017
Serie B,Luverdense / MT,Londrina / PR,1 x 0,22,2017
Serie B,Santa Cruz / PE,Crb / AL,1 x 2,22,2017
Serie B,Guarani / SP,Vila Nova / GO,0 x 0,23,2017
Serie B,Goiás / GO,Paraná / PR,0 x 1,23,2017
Serie B,Náutico / PE,Brasil / RS,1 x 0,23,2017
Serie B,Boa / MG,Figueirense / SC,1 x 1,23,2017
Serie B,Paysandu / PA,América / MG,0 x 1,23,2017
Serie B,Criciúma / SC,Luverdense / MT,2 x 1,23,2017
Serie B,Juventude / RS,Internacional / RS,2 x 1,23,2017
Serie B,Londrina / PR,Ceará / CE,3 x 2,23,2017
Serie B,Crb / AL,Oeste / SP,0 x 1,23,2017
Serie B,Abc / RN,Santa Cruz / PE,0 x 0,23,2017
Serie B,Boa / MG,Guarani / SP,2 x 2,24,2017
Serie B,Criciúma / SC,Juventude / RS,1 x 2,24,2017
Serie B,Paraná / PR,Londrina / PR,2 x 1,24,2017
Serie B,Vila Nova / GO,Luverdense / MT,2 x 1,24,2017
Serie B,Ceará / CE,América / MG,1 x 1,24,2017
Serie B,Oeste / SP,Náutico / PE,1 x 0,24,2017
Serie B,Brasil / RS,Crb / AL,2 x 0,24,2017
Serie B,Paysandu / PA,Abc / RN,2 x 0,24,2017
Serie B,Internacional / RS,Figueirense / SC,3 x 0,24,2017
Serie B,Santa Cruz / PE,Goiás / GO,3 x 0,24,2017
Serie B,América / MG,Vila Nova / GO,1 x 0,25,2017
Serie B,Guarani / SP,Paraná / PR,0 x 4,25,2017
Serie B,Juventude / RS,Boa / MG,0 x 0,25,2017
Serie B,Goiás / GO,Paysandu / PA,2 x 1,25,2017
Serie B,Náutico / PE,Internacional / RS,0 x 1,25,2017
Serie B,Figueirense / SC,Abc / RN,2 x 0,25,2017
Serie B,Londrina / PR,Santa Cruz / PE,1 x 1,25,2017
Serie B,Crb / AL,Criciúma / SC,1 x 2,25,2017
Serie B,Luverdense / MT,Oeste / SP,0 x 0,25,2017
Serie B,Ceará / CE,Brasil / RS,2 x 1,25,2017
Serie B,Santa Cruz / PE,Ceará / CE,0 x 0,26,2017
Serie B,Criciúma / SC,Figueirense / SC,1 x 1,26,2017
Serie B,Brasil / RS,Luverdense / MT,0 x 1,26,2017
Serie B,Vila Nova / GO,Crb / AL,3 x 0,26,2017
Serie B,Oeste / SP,Londrina / PR,4 x 1,26,2017
Serie B,Paraná / PR,Náutico / PE,3 x 0,26,2017
Serie B,Boa / MG,Goiás / GO,2 x 0,26,2017
Serie B,Paysandu / PA,Guarani / SP,2 x 1,26,2017
Serie B,Internacional / RS,América / MG,2 x 1,26,2017
Serie B,Abc / RN,Juventude / RS,1 x 1,26,2017
Serie B,Figueirense / SC,Paraná / PR,1 x 0,27,2017
Serie B,Londrina / PR,Crb / AL,4 x 1,27,2017
Serie B,Abc / RN,Goiás / GO,0 x 1,27,2017
Serie B,Juventude / RS,Paysandu / PA,1 x 0,27,2017
Serie B,Internacional / RS,Santa Cruz / PE,2 x 0,27,2017
Serie B,Vila Nova / GO,Brasil / RS,1 x 1,27,2017
Serie B,América / MG,Oeste / SP,1 x 2,27,2017
Serie B,Náutico / PE,Boa / MG,2 x 0,27,2017
Serie B,Guarani / SP,Criciúma / SC,0 x 0,27,2017
Serie B,Luverdense / MT,Ceará / CE,0 x 1,27,2017
Serie B,Ceará / CE,Vila Nova / GO,2 x 0,28,2017,03/10/2017
Serie B,Paraná / PR,Internacional / RS,1 x 0,28,2017
Serie B,Brasil / RS,Juventude / RS,1 x 0,28,2017
Serie B,Boa / MG,Paysandu / PA,1 x 2,28,2017
Serie B,Goiás / GO,Náutico / PE,2 x 0,28,2017
Serie B,Crb / AL,Abc / RN,1 x 0,28,2017
Serie B,Criciúma / SC,Londrina / PR,2 x 1,28,2017
Serie B,Oeste / SP,Guarani / SP,3 x 0,28,2017
Serie B,Santa Cruz / PE,América / MG,0 x 1,28,2017
Serie B,Luverdense / MT,Figueirense / SC,3 x 0,28,2017
Serie B,Internacional / RS,Brasil / RS,1 x 0,29,2017
Serie B,Paysandu / PA,Crb / AL,0 x 0,29,2017
Serie B,Paraná / PR,Criciúma / SC,2 x 1,29,2017
Serie B,Juventude / RS,Londrina / PR,0 x 2,29,2017
Serie B,Abc / RN,Boa / MG,1 x 0,29,2017
Serie B,Náutico / PE,Guarani / SP,2 x 0,29,2017
Serie B,Figueirense / SC,Santa Cruz / PE,2 x 1,29,2017
Serie B,América / MG,Luverdense / MT,2 x 1,29,2017
Serie B,Vila Nova / GO,Goiás / GO,0 x 0,29,2017
Serie B,Oeste / SP,Ceará / CE,0 x 1,29,2017
Serie B,Guarani / SP,Abc / RN,1 x 1,30,2017
Serie B,Londrina / PR,Figueirense / SC,1 x 0,30,2017
Serie B,Boa / MG,Internacional / RS,0 x 0,30,2017
Serie B,Ceará / CE,Paraná / PR,1 x 0,30,2017
Serie B,Santa Cruz / PE,Oeste / SP,2 x 2,30,2017
Serie B,Criciúma / SC,Vila Nova / GO,0 x 1,30,2017
Serie B,Brasil / RS,América / MG,0 x 0,30,2017,17/10/2017
Serie B,Goiás / GO,Juventude / RS,1 x 0,30,2017
Serie B,Luverdense / MT,Paysandu / PA,1 x 1,30,2017
Serie B,Crb / AL,Náutico / PE,2 x 2,30,2017
Serie B,Guarani / SP,Juventude / RS,2 x 0,31,2017
Serie B,Náutico / PE,Abc / RN,1 x 2,31,2017
Serie B,Crb / AL,Boa / MG,1 x 1,31,2017
Serie B,Ceará / CE,Figueirense / SC,2 x 2,31,2017
Serie B,Criciúma / SC,Internacional / RS,2 x 3,31,2017
Serie B,Vila Nova / GO,Oeste / SP,0 x 0,31,2017
Serie B,Brasil / RS,Santa Cruz / PE,1 x 1,31,2017,21/10/2017
Serie B,Londrina / PR,Paysandu / PA,2 x 0,31,2017
Serie B,América / MG,Paraná / PR,1 x 1,31,2017
Serie B,Luverdense / MT,Goiás / GO,1 x 2,31,2017
Serie B,Juventude / RS,Náutico / PE,0 x 0,32,2017,24/10/2017
Serie B,Paraná / PR,Vila Nova / GO,1 x 0,32,2017
Serie B,Figueirense / SC,Crb / AL,3 x 1,32,2017
Serie B,Oeste / SP,Brasil / RS,1 x 0,32,2017
Serie B,Paysandu / PA,Criciúma / SC,1 x 0,32,2017
Serie B,Boa / MG,América / MG,2 x 2,32,2017
Serie B,Internacional / RS,Ceará / CE,0 x 1,32,2017,28/10/2017
Serie B,Abc / RN,Londrina / PR,3 x 0,32,2017
Serie B,Santa Cruz / PE,Luverdense / MT,0 x 0,32,2017
Serie B,Goiás / GO,Guarani / SP,1 x 1,32,2017
Serie B,Goiás / GO,Criciúma / SC,1 x 1,33,2017
Serie B,Figueirense / SC,Brasil / RS,2 x 0,33,2017
Serie B,Juventude / RS,Ceará / CE,1 x 0,33,2017
Serie B,Abc / RN,Luverdense / MT,0 x 1,33,2017
Serie B,Paysandu / PA,Vila Nova / GO,1 x 1,33,2017
Serie B,Guarani / SP,América / MG,0 x 1,33,2017
Serie B,Santa Cruz / PE,Náutico / PE,2 x 3,33,2017
Serie B,Paraná / PR,Oeste / SP,1 x 2,33,2017
Serie B,Boa / MG,Londrina / PR,0 x 1,33,2017
Serie B,Internacional / RS,Crb / AL,0 x 0,33,2017
Serie B,Ceará / CE,Guarani / SP,2 x 2,34,2017,07/11/2017
Serie B,Criciúma / SC,Boa / MG,2 x 0,34,2017
Serie B,América / MG,Abc / RN,2 x 0,34,2017
Serie B,Náutico / PE,Paysandu / PA,1 x 3,34,2017
Serie B,Oeste / SP,Figueirense / SC,1 x 1,34,2017
Serie B,Brasil / RS,Paraná / PR,2 x 0,34,2017,07/11/2017
Serie B,Londrina / PR,Goiás / GO,2 x 0,34,2017
Serie B,Vila Nova / GO,Santa Cruz / PE,1 x 1,34,2017
Serie B,Luverdense / MT,Internacional / RS,2 x 2,34,2017
Serie B,Crb / AL,Juventude / RS,2 x 0,34,2017,07/11/2017
Serie B,Juventude / RS,Oeste / SP,0 x 0,35,2017,10/11/2017
Serie B,Abc / RN,Criciúma / SC,3 x 1,35,2017
Serie B,Paraná / PR,Luverdense / MT,2 x 0,35,2017
Serie B,Internacional / RS,Vila Nova / GO,1 x 1,35,2017,11/11/2017
Serie B,Náutico / PE,Londrina / PR,1 x 2,35,2017
Serie B,Goiás / GO,Ceará / CE,0 x 0,35,2017
Serie B,Boa / MG,Santa Cruz / PE,4 x 2,35,2017
Serie B,Figueirense / SC,América / MG,1 x 2,35,2017
Serie B,Paysandu / PA,Brasil / RS,2 x 3,35,2017
Serie B,Guarani / SP,Crb / AL,2 x 1,35,2017
Serie B,Santa Cruz / PE,Paraná / PR,0 x 0,36,2017,14/11/2017
Serie B,Criciúma / SC,Náutico / PE,0 x 0,36,2017,14/11/2017
Serie B,Londrina / PR,Guarani / SP,1 x 0,36,2017,14/11/2017
Serie B,Vila Nova / GO,Figueirense / SC,1 x 1,36,2017,14/11/2017
Serie B,Oeste / SP,Internacional / RS,0 x 0,36,2017
Serie B,Brasil / RS,Abc / RN,3 x 0,36,2017,14/11/2017
Serie B,Ceará / CE,Paysandu / PA,2 x 0,36,2017,14/11/2017
Serie B,América / MG,Juventude / RS,1 x 0,36,2017
Serie B,Luverdense / MT,Boa / MG,0 x 0,36,2017,14/11/2017
Serie B,Crb / AL,Goiás / GO,2 x 1,36,2017,14/11/2017
Serie B,Guarani / SP,Luverdense / MT,0 x 0,37,2017
Serie B,Juventude / RS,Figueirense / SC,0 x 0,37,2017,17/11/2017
Serie B,Crb / AL,Paraná / PR,0 x 1,37,2017,18/11/2017
Serie B,Londrina / PR,América / MG,0 x 0,37,2017
Serie B,Goiás / GO,Internacional / RS,0 x 2,37,2017,18/11/2017
Serie B,Abc / RN,Oeste / SP,2 x 0,37,2017
Serie B,Náutico / PE,Vila Nova / GO,1 x 2,37,2017
Serie B,Boa / MG,Brasil / RS,2 x 1,37,2017,18/11/2017
Serie B,Paysandu / PA,Santa Cruz / PE,4 x 2,37,2017,18/11/2017
Serie B,Criciúma / SC,Ceará / CE,1 x 1,37,2017,18/11/2017
Serie B,Ceará / CE,Abc / RN,1 x 0,38,2017,25/11/2017
Serie B,Santa Cruz / PE,Juventude / RS,5 x 2,38,2017
Serie B,Figueirense / SC,Paysandu / PA,1 x 0,38,2017
Serie B,Vila Nova / GO,Londrina / PR,0 x 1,38,2017
Serie B,Oeste / SP,Goiás / GO,1 x 1,38,2017
Serie B,Brasil / RS,Criciúma / SC,3 x 2,38,2017,24/11/2017
Serie B,Paraná / PR,Boa / MG,1 x 1,38,2017
Serie B,América / MG,Crb / AL,1 x 0,38,2017
Serie B,Luverdense / MT,Náutico / PE,3 x 0,38,2017
Serie B,Internacional / RS,Guarani / SP,2 x 0,38,2017,25/11/2017
Serie B,Ponte Preta / SP,Paysandu / PA,0 x 1,1,2018,14/04/2018
Serie B,Oeste / SP,Crb / AL,2 x 0,1,2018,13/04/2018
Serie B,Brasil / RS,São Bento / SP,1 x 1,1,2018,14/04/2018
Serie B,Figueirense / SC,Juventude / RS,2 x 1,1,2018,13/04/2018
Serie B,Fortaleza / CE,Guarani / SP,2 x 1,1,2018,13/04/2018
Serie B,Vila Nova / GO,Avaí / SC,1 x 0,1,2018,14/04/2018
Serie B,Atlético / GO,Criciúma / SC,3 x 2,1,2018,13/04/2018
Serie B,Csa / AL,Goiás / GO,2 x 1,1,2018,14/04/2018
Serie B,Londrina / PR,Boa / MG,1 x 0,1,2018,14/04/2018
Serie B,Sampaio Correa / MA,Coritiba / PR,2 x 0,1,2018,14/04/2018
Serie B,Guarani / SP,Sampaio Correa / MA,2 x 0,2,2018,21/04/2018
Serie B,São Bento / SP,Csa / AL,2 x 1,2,2018,20/04/2018
Serie B,Juventude / RS,Oeste / SP,1 x 1,2,2018,20/04/2018
Serie B,Avaí / SC,Brasil / RS,2 x 2,2,2018,21/04/2018
Serie B,Criciúma / SC,Ponte Preta / SP,0 x 1,2,2018,21/04/2018
Serie B,Goiás / GO,Figueirense / SC,0 x 2,2,2018,21/04/2018
Serie B,Boa / MG,Fortaleza / CE,0 x 2,2,2018,17/04/2018
Serie B,Crb / AL,Vila Nova / GO,0 x 1,2,2018,21/04/2018
Serie B,Coritiba / PR,Atlético / GO,1 x 0,2,2018,17/04/2018
Serie B,Paysandu / PA,Londrina / PR,1 x 0,2,2018,20/04/2018
Serie B,Ponte Preta / SP,Londrina / PR,0 x 1,3,2018,28/04/2018
Serie B,São Bento / SP,Goiás / GO,1 x 1,3,2018,28/04/2018
Serie B,Juventude / RS,Avaí / SC,1 x 3,3,2018,28/04/2018
Serie B,Figueirense / SC,Boa / MG,2 x 0,3,2018,27/04/2018
Serie B,Fortaleza / CE,Crb / AL,3 x 1,3,2018,24/04/2018
Serie B,Vila Nova / GO,Sampaio Correa / MA,3 x 1,3,2018,28/04/2018
Serie B,Atlético / GO,Guarani / SP,3 x 2,3,2018,24/04/2018
Serie B,Csa / AL,Oeste / SP,5 x 1,3,2018,27/04/2018
Serie B,Coritiba / PR,Criciúma / SC,2 x 1,3,2018,27/04/2018
Serie B,Paysandu / PA,Brasil / RS,2 x 1,3,2018,28/04/2018
Serie B,Guarani / SP,Ponte Preta / SP,2 x 3,4,2018,05/05/2018
Serie B,Oeste / SP,Coritiba / PR,1 x 1,4,2018,04/05/2018
Serie B,Brasil / RS,Figueirense / SC,1 x 0,4,2018,01/05/2018
Serie B,Avaí / SC,São Bento / SP,1 x 1,4,2018,05/05/2018
Serie B,Criciúma / SC,Csa / AL,1 x 3,4,2018,01/05/2018
Serie B,Goiás / GO,Vila Nova / GO,1 x 3,4,2018,05/05/2018
Serie B,Boa / MG,Juventude / RS,1 x 2,4,2018,01/05/2018
Serie B,Crb / AL,Atlético / GO,3 x 1,4,2018,04/05/2018
Serie B,Londrina / PR,Fortaleza / CE,1 x 1,4,2018,01/05/2018
Serie B,Sampaio Correa / MA,Paysandu / PA,1 x 1,4,2018,04/05/2018
Serie B,Guarani / SP,Criciúma / SC,1 x 0,5,2018,08/05/2018
Serie B,São Bento / SP,Oeste / SP,1 x 0,5,2018,12/05/2018
Serie B,Juventude / RS,Paysandu / PA,1 x 1,5,2018,11/05/2018
Serie B,Figueirense / SC,Avaí / SC,0 x 1,5,2018,12/05/2018
Serie B,Fortaleza / CE,Goiás / GO,3 x 0,5,2018,12/05/2018
Serie B,Vila Nova / GO,Ponte Preta / SP,0 x 0,5,2018,13/05/2018
Serie B,Atlético / GO,Londrina / PR,0 x 0,5,2018,11/05/2018
Serie B,Csa / AL,Boa / MG,1 x 0,5,2018,12/05/2018
Serie B,Coritiba / PR,Brasil / RS,1 x 0,5,2018,08/05/2018
Serie B,Sampaio Correa / MA,Crb / AL,2 x 3,5,2018,07/05/2018
Serie B,Ponte Preta / SP,Atlético / GO,1 x 3,6,2018,19/05/2018
Serie B,Oeste / SP,Vila Nova / GO,2 x 0,6,2018,19/05/2018
Serie B,Brasil / RS,Sampaio Correa / MA,1 x 2,6,2018,19/05/2018
Serie B,Figueirense / SC,Fortaleza / CE,1 x 3,6,2018,18/05/2018
Serie B,Criciúma / SC,Juventude / RS,0 x 0,6,2018,15/05/2018
Serie B,Goiás / GO,Guarani / SP,1 x 1,6,2018,18/05/2018
Serie B,Boa / MG,Coritiba / PR,1 x 1,6,2018,19/05/2018
Serie B,Crb / AL,Avaí / SC,0 x 4,6,2018,15/05/2018
Serie B,Londrina / PR,Csa / AL,1 x 2,6,2018,19/05/2018
Serie B,Paysandu / PA,São Bento / SP,1 x 1,6,2018,19/05/2018
Serie B,Guarani / SP,Crb / AL,2 x 0,7,2018,26/05/2018
Serie B,São Bento / SP,Juventude / RS,2 x 2,7,2018,26/05/2018
Serie B,Brasil / RS,Londrina / PR,3 x 0,7,2018,26/05/2018
Serie B,Avaí / SC,Paysandu / PA,3 x 1,7,2018,25/05/2018
Serie B,Fortaleza / CE,Criciúma / SC,2 x 0,7,2018,22/05/2018
Serie B,Goiás / GO,Boa / MG,1 x 2,7,2018,26/05/2018
Serie B,Atlético / GO,Oeste / SP,2 x 2,7,2018,25/05/2018
Serie B,Csa / AL,Figueirense / SC,1 x 4,7,2018,22/05/2018
Serie B,Coritiba / PR,Vila Nova / GO,2 x 0,7,2018,25/05/2018
Serie B,Sampaio Correa / MA,Ponte Preta / SP,1 x 0,7,2018,28/05/2018
Serie B,Ponte Preta / SP,Oeste / SP,1 x 1,8,2018,02/06/2018
Serie B,São Bento / SP,Figueirense / SC,1 x 1,8,2018,29/05/2018
Serie B,Juventude / RS,Guarani / SP,1 x 0,8,2018,01/06/2018
Serie B,Avaí / SC,Criciúma / SC,0 x 1,8,2018,01/06/2018
Serie B,Fortaleza / CE,Sampaio Correa / MA,1 x 0,8,2018,02/06/2018
Serie B,Vila Nova / GO,Csa / AL,0 x 1,8,2018,01/06/2018
Serie B,Atlético / GO,Goiás / GO,1 x 3,8,2018,02/06/2018
Serie B,Crb / AL,Brasil / RS,1 x 1,8,2018,02/06/2018
Serie B,Londrina / PR,Coritiba / PR,3 x 2,8,2018,29/05/2018
Serie B,Paysandu / PA,Boa / MG,2 x 0,8,2018,01/06/2018
Serie B,Ponte Preta / SP,Goiás / GO,2 x 1,9,2018,05/06/2018
Serie B,Oeste / SP,Brasil / RS,0 x 0,9,2018,05/06/2018
Serie B,Juventude / RS,Atlético / GO,2 x 2,9,2018,05/06/2018
Serie B,Figueirense / SC,Londrina / PR,1 x 1,9,2018,05/06/2018
Serie B,Criciúma / SC,Paysandu / PA,4 x 1,9,2018,05/06/2018
Serie B,Vila Nova / GO,Fortaleza / CE,0 x 0,9,2018,05/06/2018
Serie B,Boa / MG,São Bento / SP,2 x 2,9,2018,05/06/2018
Serie B,Csa / AL,Guarani / SP,1 x 2,9,2018,05/06/2018
Serie B,Coritiba / PR,Crb / AL,1 x 0,9,2018,05/06/2018
Serie B,Sampaio Correa / MA,Avaí / SC,1 x 1,9,2018,05/06/2018
Serie B,Guarani / SP,Vila Nova / GO,1 x 1,10,2018,09/06/2018
Serie B,São Bento / SP,Fortaleza / CE,2 x 1,10,2018,09/06/2018
Serie B,Brasil / RS,Ponte Preta / SP,0 x 2,10,2018,09/06/2018
Serie B,Avaí / SC,Coritiba / PR,2 x 0,10,2018,08/06/2018
Serie B,Criciúma / SC,Boa / MG,1 x 1,10,2018,09/06/2018
Serie B,Goiás / GO,Paysandu / PA,2 x 1,10,2018,08/06/2018
Serie B,Atlético / GO,Figueirense / SC,3 x 4,10,2018,09/06/2018
Serie B,Csa / AL,Crb / AL,0 x 0,10,2018,09/06/2018
Serie B,Londrina / PR,Juventude / RS,0 x 1,10,2018,08/06/2018
Serie B,Sampaio Correa / MA,Oeste / SP,2 x 0,10,2018,09/06/2018
Serie B,Guarani / SP,São Bento / SP,0 x 0,11,2018,14/06/2018
Serie B,Oeste / SP,Criciúma / SC,2 x 2,11,2018,16/06/2018
Serie B,Juventude / RS,Coritiba / PR,1 x 1,11,2018,11/06/2018
Serie B,Figueirense / SC,Sampaio Correa / MA,1 x 0,11,2018,12/06/2018
Serie B,Fortaleza / CE,Brasil / RS,2 x 0,11,2018,15/06/2018
Serie B,Vila Nova / GO,Atlético / GO,0 x 0,11,2018,16/06/2018
Serie B,Boa / MG,Avaí / SC,0 x 2,11,2018,15/06/2018
Serie B,Crb / AL,Ponte Preta / SP,2 x 0,11,2018,15/06/2018
Serie B,Londrina / PR,Goiás / GO,1 x 3,11,2018,12/06/2018
Serie B,Paysandu / PA,Csa / AL,0 x 0,11,2018,16/06/2018
Serie B,Ponte Preta / SP,Csa / AL,1 x 1,12,2018,19/06/2018
Serie B,São Bento / SP,Londrina / PR,0 x 1,12,2018,23/06/2018
Serie B,Brasil / RS,Criciúma / SC,1 x 0,12,2018,21/06/2018
Serie B,Avaí / SC,Guarani / SP,3 x 3,12,2018,19/06/2018
Serie B,Fortaleza / CE,Oeste / SP,1 x 2,12,2018,23/06/2018
Serie B,Goiás / GO,Juventude / RS,1 x 1,12,2018,21/06/2018
Serie B,Boa / MG,Vila Nova / GO,0 x 2,12,2018,23/06/2018
Serie B,Crb / AL,Paysandu / PA,1 x 1,12,2018,23/06/2018
Serie B,Coritiba / PR,Figueirense / SC,1 x 1,12,2018,23/06/2018
Serie B,Sampaio Correa / MA,Atlético / GO,2 x 3,12,2018,23/06/2018
Serie B,Guarani / SP,Boa / MG,1 x 1,13,2018,29/06/2018
Serie B,Oeste / SP,Avaí / SC,1 x 0,13,2018,26/06/2018
Serie B,Juventude / RS,Vila Nova / GO,0 x 1,13,2018,26/06/2018
Serie B,Figueirense / SC,Ponte Preta / SP,0 x 2,13,2018,30/06/2018
Serie B,Criciúma / SC,São Bento / SP,1 x 0,13,2018,30/06/2018
Serie B,Goiás / GO,Crb / AL,2 x 1,13,2018,26/06/2018
Serie B,Atlético / GO,Brasil / RS,2 x 1,13,2018,29/06/2018
Serie B,Csa / AL,Coritiba / PR,2 x 2,13,2018,29/06/2018
Serie B,Londrina / PR,Sampaio Correa / MA,1 x 1,13,2018,01/07/2018
Serie B,Paysandu / PA,Fortaleza / CE,0 x 1,13,2018,30/06/2018
Serie B,Ponte Preta / SP,Fortaleza / CE,2 x 0,14,2018,08/07/2018
Serie B,Oeste / SP,Guarani / SP,0 x 1,14,2018,05/07/2018
Serie B,Brasil / RS,Csa / AL,0 x 2,14,2018,05/07/2018
Serie B,Avaí / SC,Goiás / GO,0 x 1,14,2018,04/07/2018
Serie B,Criciúma / SC,Figueirense / SC,1 x 1,14,2018,05/07/2018
Serie B,Vila Nova / GO,Londrina / PR,1 x 1,14,2018,05/07/2018
Serie B,Atlético / GO,Boa / MG,2 x 0,14,2018,04/07/2018
Serie B,Crb / AL,São Bento / SP,1 x 0,14,2018,04/07/2018
Serie B,Coritiba / PR,Paysandu / PA,2 x 0,14,2018,04/07/2018
Serie B,Sampaio Correa / MA,Juventude / RS,0 x 0,14,2018,17/07/2018
Serie B,Guarani / SP,Coritiba / PR,2 x 1,15,2018,09/07/2018
Serie B,São Bento / SP,Ponte Preta / SP,0 x 2,15,2018,14/07/2018
Serie B,Brasil / RS,Juventude / RS,1 x 1,15,2018,13/07/2018
Serie B,Figueirense / SC,Oeste / SP,1 x 2,15,2018,09/07/2018
Serie B,Fortaleza / CE,Atlético / GO,0 x 1,15,2018,14/07/2018
Serie B,Goiás / GO,Criciúma / SC,2 x 1,15,2018,13/07/2018
Serie B,Boa / MG,Crb / AL,0 x 1,15,2018,13/07/2018
Serie B,Csa / AL,Sampaio Correa / MA,1 x 0,15,2018,13/07/2018
Serie B,Londrina / PR,Avaí / SC,1 x 2,15,2018,12/07/2018
Serie B,Paysandu / PA,Vila Nova / GO,1 x 2,15,2018,12/07/2018
Serie B,Guarani / SP,Figueirense / SC,2 x 3,16,2018,17/07/2018
Serie B,Oeste / SP,Paysandu / PA,2 x 2,16,2018,21/07/2018
Serie B,Juventude / RS,Crb / AL,1 x 0,16,2018,21/07/2018
Serie B,Avaí / SC,Atlético / GO,0 x 0,16,2018,17/07/2018
Serie B,Criciúma / SC,Londrina / PR,2 x 1,16,2018,20/07/2018
Serie B,Vila Nova / GO,Brasil / RS,0 x 0,16,2018,17/07/2018
Serie B,Boa / MG,Ponte Preta / SP,2 x 1,16,2018,21/07/2018
Serie B,Csa / AL,Fortaleza / CE,0 x 0,16,2018,20/07/2018
Serie B,Coritiba / PR,São Bento / SP,2 x 2,16,2018,21/07/2018
Serie B,Sampaio Correa / MA,Goiás / GO,1 x 3,16,2018,20/07/2018
Serie B,Ponte Preta / SP,Juventude / RS,0 x 1,17,2018,24/07/2018
Serie B,São Bento / SP,Sampaio Correa / MA,2 x 1,17,2018,24/07/2018
Serie B,Brasil / RS,Boa / MG,2 x 0,17,2018,24/07/2018
Serie B,Figueirense / SC,Vila Nova / GO,2 x 1,17,2018,24/07/2018
Serie B,Fortaleza / CE,Avaí / SC,1 x 1,17,2018,24/07/2018
Serie B,Goiás / GO,Coritiba / PR,0 x 1,17,2018,24/07/2018
Serie B,Atlético / GO,Csa / AL,2 x 2,17,2018,23/07/2018
Serie B,Crb / AL,Criciúma / SC,0 x 0,17,2018,24/07/2018
Serie B,Londrina / PR,Oeste / SP,3 x 0,17,2018,24/07/2018
Serie B,Paysandu / PA,Guarani / SP,1 x 0,17,2018,24/07/2018
Serie B,Guarani / SP,Brasil / RS,2 x 1,18,2018,28/07/2018
Serie B,São Bento / SP,Atlético / GO,2 x 1,18,2018,28/07/2018
Serie B,Juventude / RS,Fortaleza / CE,0 x 3,18,2018,28/07/2018
Serie B,Avaí / SC,Csa / AL,0 x 0,18,2018,27/07/2018
Serie B,Criciúma / SC,Vila Nova / GO,1 x 0,18,2018,28/07/2018
Serie B,Goiás / GO,Oeste / SP,1 x 0,18,2018,28/07/2018
Serie B,Boa / MG,Sampaio Correa / MA,3 x 1,18,2018,28/07/2018
Serie B,Crb / AL,Londrina / PR,1 x 1,18,2018,28/07/2018
Serie B,Coritiba / PR,Ponte Preta / SP,0 x 0,18,2018,28/07/2018
Serie B,Paysandu / PA,Figueirense / SC,2 x 0,18,2018,27/07/2018
Serie B,Ponte Preta / SP,Avaí / SC,2 x 2,19,2018,04/08/2018
Serie B,Oeste / SP,Boa / MG,1 x 1,19,2018,03/08/2018
Serie B,Brasil / RS,Goiás / GO,1 x 0,19,2018,04/08/2018
Serie B,Figueirense / SC,Crb / AL,0 x 0,19,2018,31/07/2018
Serie B,Fortaleza / CE,Coritiba / PR,2 x 1,19,2018,04/08/2018
Serie B,Vila Nova / GO,São Bento / SP,1 x 0,19,2018,04/08/2018
Serie B,Atlético / GO,Paysandu / PA,1 x 0,19,2018,31/07/2018
Serie B,Csa / AL,Juventude / RS,1 x 0,19,2018,03/08/2018
Serie B,Londrina / PR,Guarani / SP,1 x 2,19,2018,03/08/2018
Serie B,Sampaio Correa / MA,Criciúma / SC,0 x 1,19,2018,04/08/2018
Serie B,Avaí / SC,Vila Nova / GO,1 x 0,20,2018,07/08/2018
Serie B,Paysandu / PA,Ponte Preta / SP,0 x 4,20,2018,07/08/2018
Serie B,Goiás / GO,Csa / AL,3 x 0,20,2018,10/08/2018
