Competition,Team 1,Team 2,Result,Round,Year,Date
Serie C,Tombense / MG,Luverdense / MT,1 x 1,4,2019,18/05/2019
Serie C,Juventude / RS,Boa / MG,2 x 0,4,2019,19/05/2019
Serie C,Volta Redonda / RJ,Paysandu / PA,0 x 0,4,2019,19/05/2019
Serie C,Globo / RN,Treze / PB,3 x 1,5,2019,26/05/2019
Serie C,Sampaio Correa / MA,Ferroviário / CE,3 x 1,5,2019,26/05/2019
Serie C,Santa Cruz / PE,Abc / RN,2 x 1,5,2019,25/05/2019
Serie C,Botafogo / PB,Imperatriz / MA,2 x 1,5,2019,26/05/2019
Serie C,Confiança / SE,Náutico / PE,1 x 1,5,2019,25/05/2019
Serie C,Luverdense / MT,Volta Redonda / RJ,1 x 1,5,2019,26/05/2019
Serie C,Remo / PA,Atlético / AC,2 x 0,5,2019,26/05/2019
Serie C,Boa / MG,Paysandu / PA,2 x 0,5,2019,26/05/2019
Serie C,Ypiranga / RS,Tombense / MG,0 x 1,5,2019,26/05/2019
Serie C,São José / RS,Juventude / RS,1 x 1,5,2019,25/05/2019
Serie C,Abc / RN,Ferroviário / CE,2 x 4,6,2019,02/06/2019
Serie C,Imperatriz / MA,Santa Cruz / PE,0 x 1,6,2019,01/06/2019
Serie C,Náutico / PE,Globo / RN,2 x 2,6,2019,01/06/2019
Serie C,Treze / PB,Sampaio Correa / MA,3 x 0,6,2019,02/06/2019
Serie C,Confiança / SE,Botafogo / PB,3 x 0,6,2019,02/06/2019
Serie C,Luverdense / MT,Boa / MG,1 x 1,6,2019,02/06/2019
Serie C,Paysandu / PA,São José / RS,1 x 1,6,2019,02/06/2019
Serie C,Tombense / MG,Remo / PA,2 x 2,6,2019,03/06/2019
Serie C,Juventude / RS,Atlético / AC,3 x 0,6,2019,01/06/2019
Serie C,Volta Redonda / RJ,Ypiranga / RS,1 x 2,6,2019,01/06/2019
Serie C,Abc / RN,Imperatriz / MA,2 x 4,7,2019,08/06/2019
Serie C,Sampaio Correa / MA,Náutico / PE,0 x 2,7,2019,10/06/2019
Serie C,Santa Cruz / PE,Confiança / SE,3 x 1,7,2019,09/06/2019
Serie C,Botafogo / PB,Globo / RN,3 x 1,7,2019,09/06/2019
Serie C,Ferroviário / CE,Treze / PB,3 x 2,7,2019,10/06/2019
Serie C,Atlético / AC,Paysandu / PA,1 x 1,7,2019,08/06/2019
Serie C,Remo / PA,Volta Redonda / RJ,2 x 1,7,2019,08/06/2019
Serie C,Tombense / MG,Juventude / RS,1 x 0,7,2019,08/06/2019
Serie C,Ypiranga / RS,Luverdense / MT,0 x 0,7,2019,09/06/2019
Serie C,São José / RS,Boa / MG,2 x 0,7,2019,08/06/2019
Serie C,Globo / RN,Santa Cruz / PE,3 x 3,8,2019,17/06/2019
Serie C,Sampaio Correa / MA,Abc / RN,1 x 0,8,2019,15/06/2019
Serie C,Náutico / PE,Botafogo / PB,2 x 1,8,2019,03/07/2019
Serie C,Treze / PB,Confiança / SE,1 x 3,8,2019,16/06/2019
Serie C,Ferroviário / CE,Imperatriz / MA,2 x 1,8,2019,15/06/2019
Serie C,Atlético / AC,Tombense / MG,2 x 1,8,2019,16/06/2019
Serie C,Paysandu / PA,Luverdense / MT,0 x 0,8,2019,15/06/2019
Serie C,Boa / MG,Ypiranga / RS,2 x 1,8,2019,16/06/2019
Serie C,Juventude / RS,Volta Redonda / RJ,1 x 0,8,2019,14/06/2019
Serie C,São José / RS,Remo / PA,1 x 0,8,2019,13/06/2019
Serie C,Abc / RN,Globo / RN,1 x 1,9,2019,21/06/2019
Serie C,Imperatriz / MA,Sampaio Correa / MA,3 x 0,9,2019,24/06/2019
Serie C,Santa Cruz / PE,Náutico / PE,1 x 0,9,2019,22/06/2019
Serie C,Botafogo / PB,Treze / PB,4 x 2,9,2019,24/06/2019
Serie C,Confiança / SE,Ferroviário / CE,1 x 0,9,2019,23/06/2019
Serie C,Luverdense / MT,Atlético / AC,4 x 0,9,2019,23/06/2019
Serie C,Remo / PA,Paysandu / PA,0 x 1,9,2019,23/06/2019
Serie C,Tombense / MG,Boa / MG,3 x 1,9,2019,22/06/2019
Serie C,Ypiranga / RS,Juventude / RS,4 x 1,9,2019,20/06/2019
Serie C,Volta Redonda / RJ,São José / RS,2 x 2,9,2019,23/06/2019
Serie C,Globo / RN,Imperatriz / MA,1 x 1,10,2019,29/06/2019
Serie C,Sampaio Correa / MA,Confiança / SE,1 x 1,10,2019,30/06/2019
Serie C,Náutico / PE,Abc / RN,1 x 1,10,2019,29/06/2019
Serie C,Treze / PB,Santa Cruz / PE,2 x 0,10,2019,27/06/2019
Serie C,Ferroviário / CE,Botafogo / PB,0 x 0,10,2019,30/06/2019
Serie C,Atlético / AC,Volta Redonda / RJ,1 x 2,10,2019,30/06/2019
Serie C,Paysandu / PA,Ypiranga / RS,0 x 0,10,2019,28/06/2019
Serie C,Boa / MG,Remo / PA,2 x 2,10,2019,29/06/2019
Serie C,Juventude / RS,Luverdense / MT,2 x 0,10,2019,01/07/2019
Serie C,São José / RS,Tombense / MG,2 x 0,10,2019,29/06/2019
Serie C,Abc / RN,Treze / PB,2 x 0,11,2019,06/07/2019
Serie C,Imperatriz / MA,Náutico / PE,2 x 0,11,2019,08/07/2019
Serie C,Santa Cruz / PE,Ferroviário / CE,0 x 2,11,2019,05/07/2019
Serie C,Botafogo / PB,Sampaio Correa / MA,1 x 2,11,2019,06/07/2019
Serie C,Confiança / SE,Globo / RN,2 x 1,11,2019,06/07/2019
Serie C,Luverdense / MT,São José / RS,0 x 0,11,2019,06/07/2019
Serie C,Remo / PA,Juventude / RS,0 x 0,11,2019,06/07/2019
Serie C,Tombense / MG,Paysandu / PA,0 x 1,11,2019,04/07/2019
Serie C,Ypiranga / RS,Atlético / AC,2 x 0,11,2019,06/07/2019
Serie C,Volta Redonda / RJ,Boa / MG,1 x 0,11,2019,07/07/2019
Serie C,Abc / RN,Confiança / SE,1 x 2,12,2019,12/07/2019
Serie C,Sampaio Correa / MA,Globo / RN,2 x 0,12,2019,14/07/2019
Serie C,Santa Cruz / PE,Botafogo / PB,1 x 1,12,2019,14/07/2019
Serie C,Treze / PB,Imperatriz / MA,1 x 2,12,2019,14/07/2019
Serie C,Ferroviário / CE,Náutico / PE,0 x 1,12,2019,15/07/2019
Serie C,Atlético / AC,Boa / MG,0 x 0,12,2019,14/07/2019
Serie C,Remo / PA,Luverdense / MT,2 x 2,12,2019,13/07/2019
Serie C,Tombense / MG,Volta Redonda / RJ,0 x 2,12,2019,11/07/2019
Serie C,Juventude / RS,Paysandu / PA,1 x 1,12,2019,13/07/2019
Serie C,São José / RS,Ypiranga / RS,0 x 0,12,2019,13/07/2019
Serie C,Globo / RN,Ferroviário / CE,2 x 0,13,2019,20/07/2019
Serie C,Sampaio Correa / MA,Santa Cruz / PE,1 x 0,13,2019,18/07/2019
Serie C,Náutico / PE,Treze / PB,1 x 0,13,2019,21/07/2019
Serie C,Botafogo / PB,Abc / RN,1 x 1,13,2019,20/07/2019
Serie C,Confiança / SE,Imperatriz / MA,3 x 1,13,2019,21/07/2019
Serie C,Luverdense / MT,Tombense / MG,0 x 0,13,2019,21/07/2019
Serie C,Paysandu / PA,Volta Redonda / RJ,0 x 0,13,2019,22/07/2019
Serie C,Boa / MG,Juventude / RS,2 x 0,13,2019,20/07/2019
Serie C,Ypiranga / RS,Remo / PA,1 x 1,13,2019,19/07/2019
Serie C,São José / RS,Atlético / AC,3 x 0,13,2019,20/07/2019
Serie C,Abc / RN,Santa Cruz / PE,0 x 0,14,2019,27/07/2019
Serie C,Imperatriz / MA,Botafogo / PB,2 x 1,14,2019,25/07/2019
Serie C,Náutico / PE,Confiança / SE,3 x 1,14,2019,26/07/2019
Serie C,Treze / PB,Globo / RN,1 x 0,14,2019,28/07/2019
Serie C,Ferroviário / CE,Sampaio Correa / MA,0 x 1,14,2019,25/07/2019
Serie C,Atlético / AC,Remo / PA,0 x 2,14,2019,27/07/2019
Serie C,Paysandu / PA,Boa / MG,2 x 2,14,2019,29/07/2019
Serie C,Tombense / MG,Ypiranga / RS,1 x 1,14,2019,27/07/2019
Serie C,Juventude / RS,São José / RS,1 x 1,14,2019,28/07/2019
Serie C,Volta Redonda / RJ,Luverdense / MT,2 x 1,14,2019,28/07/2019
Serie C,Globo / RN,Náutico / PE,2 x 0,15,2019,05/08/2019
Serie C,Sampaio Correa / MA,Treze / PB,2 x 0,15,2019,04/08/2019
Serie C,Santa Cruz / PE,Imperatriz / MA,3 x 2,15,2019,02/08/2019
Serie C,Botafogo / PB,Confiança / SE,2 x 0,15,2019,04/08/2019
Serie C,Ferroviário / CE,Abc / RN,1 x 2,15,2019,05/08/2019
Serie C,Atlético / AC,Juventude / RS,0 x 2,15,2019,03/08/2019
Serie C,Remo / PA,Tombense / MG,0 x 2,15,2019,01/08/2019
Serie C,Boa / MG,Luverdense / MT,0 x 0,15,2019,05/08/2019
Serie C,Ypiranga / RS,Volta Redonda / RJ,2 x 0,15,2019,03/08/2019
Serie C,São José / RS,Paysandu / PA,1 x 1,15,2019,03/08/2019
Serie C,Globo / RN,Botafogo / PB,0 x 3,16,2019,10/08/2019
Serie C,Imperatriz / MA,Abc / RN,1 x 0,16,2019,10/08/2019
Serie C,Náutico / PE,Sampaio Correa / MA,2 x 1,16,2019,12/08/2019
Serie C,Treze / PB,Ferroviário / CE,2 x 0,16,2019,11/08/2019
Serie C,Confiança / SE,Santa Cruz / PE,1 x 1,16,2019,11/08/2019
Serie C,Luverdense / MT,Ypiranga / RS,0 x 1,16,2019,11/08/2019
Serie C,Paysandu / PA,Atlético / AC,4 x 0,16,2019,10/08/2019
Serie C,Boa / MG,São José / RS,2 x 2,16,2019,11/08/2019
Serie C,Juventude / RS,Tombense / MG,2 x 0,16,2019,08/08/2019
Serie C,Volta Redonda / RJ,Remo / PA,0 x 0,16,2019,09/08/2019
Serie C,Abc / RN,Sampaio Correa / MA,1 x 1,17,2019,17/08/2019
Serie C,Imperatriz / MA,Ferroviário / CE,0 x 0,17,2019,17/08/2019
Serie C,Santa Cruz / PE,Globo / RN,2 x 1,17,2019,18/08/2019
Serie C,Botafogo / PB,Náutico / PE,0 x 1,17,2019,17/08/2019
Serie C,Confiança / SE,Treze / PB,0 x 1,17,2019,18/08/2019
Serie C,Luverdense / MT,Paysandu / PA,1 x 3,17,2019,15/08/2019
Serie C,Remo / PA,São José / RS,2 x 0,17,2019,16/08/2019
Serie C,Tombense / MG,Atlético / AC,3 x 2,17,2019,17/08/2019
Serie C,Ypiranga / RS,Boa / MG,0 x 1,17,2019,18/08/2019
Serie C,Volta Redonda / RJ,Juventude / RS,2 x 2,17,2019,19/08/2019
Serie C,Globo / RN,Abc / RN,0 x 2,18,2019,24/08/2019
Serie C,Sampaio Correa / MA,Imperatriz / MA,0 x 1,18,2019,24/08/2019
Serie C,Náutico / PE,Santa Cruz / PE,3 x 1,18,2019,24/08/2019
Serie C,Treze / PB,Botafogo / PB,2 x 2,18,2019,24/08/2019
Serie C,Ferroviário / CE,Confiança / SE,2 x 2,18,2019,24/08/2019
Serie C,Atlético / AC,Luverdense / MT,3 x 2,18,2019,25/08/2019
Serie C,Paysandu / PA,Remo / PA,1 x 1,18,2019,25/08/2019
Serie C,Boa / MG,Tombense / MG,0 x 1,18,2019,22/08/2019
Serie C,Juventude / RS,Ypiranga / RS,0 x 1,18,2019,25/08/2019
Serie C,São José / RS,Volta Redonda / RJ,4 x 2,18,2019,25/08/2019
Serie C,Paysandu / PA,Náutico / PE,0 x 0,19,2019,01/09/2019
Serie C,Imperatriz / MA,Juventude / RS,0 x 0,19,2019,02/09/2019
Serie C,Confiança / SE,Ypiranga / RS,1 x 0,19,2019,31/08/2019
Serie C,São José / RS,Sampaio Correa / MA,0 x 0,19,2019,31/08/2019
Serie C,Náutico / PE,Paysandu / PA,5 x 3,19,2019,08/09/2019
Serie C,Juventude / RS,Imperatriz / MA,4 x 0,19,2019,09/09/2019
Serie C,Ypiranga / RS,Confiança / SE,1 x 1,19,2019,07/09/2019
Serie C,Sampaio Correa / MA,São José / RS,3 x 2,19,2019,07/09/2019
Serie C,Confiança / SE,Sampaio Correa / MA,0 x 2,19,2019,14/09/2019
Serie C,Juventude / RS,Náutico / PE,2 x 1,19,2019,15/09/2019
Serie C,Sampaio Correa / MA,Confiança / SE,1 x 0,20,2019,21/09/2019
Serie C,Náutico / PE,Juventude / RS,4 x 3,20,2019,22/09/2019
Serie C,Náutico / PE,Sampaio Correa / MA,3 x 1,20,2019,29/09/2019
Serie C,Sampaio Correa / MA,Náutico / PE,2 x 2,20,2019,06/10/2019
Serie C,Paysandu / PA,Santa Cruz / PE,0 x 0,1,2020,08/08/2020
Serie C,Treze / PB,Imperatriz / MA,4 x 1,1,2020,08/10/2020
Serie C,Manaus / AM,Vila Nova / GO,1 x 1,1,2020,08/08/2020
Serie C,Ferroviário / CE,Botafogo / PB,2 x 0,1,2020,09/08/2020
Serie C,Jacuipense / BA,Remo / PA,1 x 2,1,2020,09/08/2020
Serie C,São José / RS,São Bento / SP,1 x 0,1,2020,08/08/2020
Serie C,Brusque / SC,Ypiranga / RS,2 x 1,1,2020,08/08/2020
Serie C,Ituano / SP,Tombense / MG,3 x 0,1,2020,08/08/2020
Serie C,Boa / MG,Volta Redonda / RJ,2 x 2,1,2020,10/08/2020
Serie C,Londrina / PR,Criciúma / SC,0 x 0,1,2020,10/08/2020
Serie C,Remo / PA,Ferroviário / CE,2 x 1,2,2020,16/08/2020
Serie C,Botafogo / PB,Manaus / AM,0 x 0,2,2020,17/08/2020
Serie C,Imperatriz / MA,Jacuipense / BA,1 x 2,2,2020,14/10/2020
Serie C,Santa Cruz / PE,Treze / PB,3 x 2,2,2020,18/08/2020
Serie C,Vila Nova / GO,Paysandu / PA,2 x 0,2,2020,15/08/2020
Serie C,Ypiranga / RS,Londrina / PR,2 x 1,2,2020,16/08/2020
Serie C,Criciúma / SC,Boa / MG,3 x 1,2,2020,15/08/2020
Serie C,São Bento / SP,Brusque / SC,0 x 1,2,2020,13/08/2020
Serie C,Tombense / MG,São José / RS,4 x 0,2,2020,15/08/2020
Serie C,Volta Redonda / RJ,Ituano / SP,3 x 1,2,2020,17/08/2020
Serie C,Paysandu / PA,Treze / PB,1 x 0,3,2020,22/08/2020
Serie C,Imperatriz / MA,Remo / PA,0 x 0,3,2020,24/08/2020
Serie C,Ferroviário / CE,Vila Nova / GO,4 x 0,3,2020,22/08/2020
Serie C,Jacuipense / BA,Manaus / AM,1 x 0,3,2020,22/08/2020
Serie C,São José / RS,Brusque / SC,1 x 0,3,2020,20/08/2020
Serie C,Criciúma / SC,São Bento / SP,3 x 1,3,2020,24/08/2020
Serie C,Ituano / SP,Londrina / PR,1 x 1,3,2020,23/08/2020
Serie C,Boa / MG,Ypiranga / RS,1 x 1,3,2020,23/08/2020
Serie C,Volta Redonda / RJ,Tombense / MG,2 x 0,3,2020,22/08/2020
Serie C,Remo / PA,Vila Nova / GO,0 x 0,4,2020,30/08/2020
Serie C,Treze / PB,Ferroviário / CE,0 x 3,4,2020,30/08/2020
Serie C,Manaus / AM,Paysandu / PA,2 x 1,4,2020,29/08/2020
Serie C,Santa Cruz / PE,Imperatriz / MA,2 x 0,4,2020,29/08/2020
Serie C,Jacuipense / BA,Botafogo / PB,1 x 1,4,2020,28/08/2020
Serie C,São José / RS,Volta Redonda / RJ,0 x 2,4,2020,30/08/2020
Serie C,Brusque / SC,Ituano / SP,2 x 0,4,2020,30/08/2020
Serie C,São Bento / SP,Ypiranga / RS,1 x 1,4,2020,02/09/2020
Serie C,Tombense / MG,Criciúma / SC,1 x 0,4,2020,30/09/2020
Serie C,Londrina / PR,Boa / MG,2 x 0,4,2020,30/08/2020
Serie C,Paysandu / PA,Jacuipense / BA,1 x 2,5,2020,09/09/2020
Serie C,Treze / PB,Remo / PA,2 x 2,5,2020,10/09/2020
Serie C,Imperatriz / MA,Botafogo / PB,1 x 2,5,2020,05/09/2020
Serie C,Vila Nova / GO,Santa Cruz / PE,1 x 0,5,2020,05/09/2020
Serie C,Ypiranga / RS,Tombense / MG,2 x 0,5,2020,06/09/2020
Serie C,Criciúma / SC,Volta Redonda / RJ,1 x 1,5,2020,06/09/2020
Serie C,Ituano / SP,São José / RS,2 x 2,5,2020,05/09/2020
Serie C,Boa / MG,Brusque / SC,0 x 1,5,2020,06/09/2020
Serie C,Londrina / PR,São Bento / SP,1 x 0,5,2020,05/09/2020
Serie C,Paysandu / PA,Imperatriz / MA,6 x 1,6,2020,12/09/2020
Serie C,Botafogo / PB,Vila Nova / GO,0 x 0,6,2020,12/09/2020
Serie C,Manaus / AM,Treze / PB,1 x 1,6,2020,14/09/2020
Serie C,Santa Cruz / PE,Remo / PA,1 x 0,6,2020,13/09/2020
Serie C,Jacuipense / BA,Ferroviário / CE,0 x 0,6,2020,14/09/2020
Serie C,São José / RS,Boa / MG,0 x 0,6,2020,12/09/2020
Serie C,Brusque / SC,Londrina / PR,2 x 1,6,2020,01/10/2020
Serie C,Ituano / SP,Criciúma / SC,2 x 2,6,2020,11/09/2020
Serie C,Tombense / MG,São Bento / SP,1 x 1,6,2020,12/09/2020
Serie C,Volta Redonda / RJ,Ypiranga / RS,1 x 2,6,2020,10/09/2020
Serie C,Remo / PA,Botafogo / PB,0 x 0,7,2020,20/09/2020
Serie C,Treze / PB,Jacuipense / BA,0 x 0,7,2020,19/09/2020
Serie C,Manaus / AM,Santa Cruz / PE,0 x 0,7,2020,19/09/2020
Serie C,Ferroviário / CE,Paysandu / PA,0 x 2,7,2020,20/09/2020
Serie C,Vila Nova / GO,Imperatriz / MA,3 x 0,7,2020,21/09/2020
Serie C,Ypiranga / RS,Criciúma / SC,2 x 0,7,2020,20/09/2020
Serie C,Brusque / SC,Tombense / MG,1 x 0,7,2020,20/09/2020
Serie C,São Bento / SP,Volta Redonda / RJ,1 x 1,7,2020,19/09/2020
Serie C,Boa / MG,Ituano / SP,1 x 2,7,2020,20/09/2020
Serie C,Londrina / PR,São José / RS,1 x 0,7,2020,17/09/2020
Serie C,Remo / PA,Manaus / AM,1 x 0,8,2020,27/09/2020
Serie C,Botafogo / PB,Paysandu / PA,1 x 1,8,2020,26/09/2020
Serie C,Imperatriz / MA,Ferroviário / CE,1 x 2,8,2020,26/09/2020
Serie C,Santa Cruz / PE,Jacuipense / BA,3 x 3,8,2020,28/09/2020
Serie C,Vila Nova / GO,Treze / PB,0 x 0,8,2020,26/09/2020
Serie C,Ypiranga / RS,Ituano / SP,2 x 1,8,2020,27/09/2020
Serie C,Criciúma / SC,São José / RS,2 x 0,8,2020,25/09/2020
Serie C,São Bento / SP,Boa / MG,1 x 1,8,2020,26/09/2020
Serie C,Tombense / MG,Londrina / PR,2 x 1,8,2020,27/09/2020
Serie C,Volta Redonda / RJ,Brusque / SC,2 x 2,8,2020,27/09/2020
Serie C,Treze / PB,Botafogo / PB,2 x 0,9,2020,03/10/2020
Serie C,Manaus / AM,Imperatriz / MA,1 x 0,9,2020,03/10/2020
Serie C,Ferroviário / CE,Santa Cruz / PE,1 x 3,9,2020,04/10/2020
Serie C,Jacuipense / BA,Vila Nova / GO,0 x 3,9,2020,05/10/2020
Serie C,Paysandu / PA,Remo / PA,2 x 3,9,2020,03/10/2020
Serie C,São José / RS,Ypiranga / RS,2 x 0,9,2020,03/10/2020
Serie C,Brusque / SC,Criciúma / SC,3 x 1,9,2020,05/10/2020
Serie C,Ituano / SP,São Bento / SP,0 x 0,9,2020,02/10/2020
Serie C,Boa / MG,Tombense / MG,1 x 1,9,2020,04/10/2020
Serie C,Londrina / PR,Volta Redonda / RJ,1 x 0,9,2020,04/10/2020
Serie C,Remo / PA,Jacuipense / BA,2 x 0,10,2020,10/10/2020
Serie C,Botafogo / PB,Ferroviário / CE,2 x 1,10,2020,10/10/2020
Serie C,Imperatriz / MA,Treze / PB,1 x 2,10,2020,11/10/2020
Serie C,Santa Cruz / PE,Paysandu / PA,2 x 1,10,2020,11/10/2020
Serie C,Vila Nova / GO,Manaus / AM,2 x 1,10,2020,12/10/2020
Serie C,Ypiranga / RS,Brusque / SC,1 x 1,10,2020,11/10/2020
Serie C,Criciúma / SC,Londrina / PR,2 x 1,10,2020,11/10/2020
Serie C,São Bento / SP,São José / RS,2 x 0,10,2020,15/10/2020
Serie C,Tombense / MG,Ituano / SP,0 x 0,10,2020,10/10/2020
Serie C,Volta Redonda / RJ,Boa / MG,0 x 0,10,2020,10/10/2020
Serie C,Paysandu / PA,Vila Nova / GO,0 x 0,11,2020,18/10/2020
Serie C,Treze / PB,Santa Cruz / PE,0 x 1,11,2020,17/10/2020
Serie C,Manaus / AM,Botafogo / PB,3 x 2,11,2020,19/10/2020
Serie C,Ferroviário / CE,Remo / PA,1 x 0,11,2020,17/10/2020
Serie C,Jacuipense / BA,Imperatriz / MA,3 x 1,11,2020,18/10/2020
Serie C,São José / RS,Tombense / MG,2 x 2,11,2020,19/10/2020
Serie C,Brusque / SC,São Bento / SP,1 x 0,11,2020,18/10/2020
Serie C,Ituano / SP,Volta Redonda / RJ,2 x 0,11,2020,15/10/2020
Serie C,Boa / MG,Criciúma / SC,2 x 0,11,2020,18/10/2020
Serie C,Londrina / PR,Ypiranga / RS,3 x 2,11,2020,18/10/2020
Serie C,Remo / PA,Imperatriz / MA,5 x 0,12,2020,24/10/2020
Serie C,Treze / PB,Paysandu / PA,0 x 1,12,2020,24/10/2020
Serie C,Manaus / AM,Jacuipense / BA,2 x 1,12,2020,24/10/2020
Serie C,Santa Cruz / PE,Botafogo / PB,1 x 0,12,2020,25/10/2020
Serie C,Vila Nova / GO,Ferroviário / CE,3 x 0,12,2020,26/10/2020
Serie C,Ypiranga / RS,Boa / MG,2 x 1,12,2020,25/10/2020
Serie C,Brusque / SC,São José / RS,0 x 0,12,2020,25/10/2020
Serie C,São Bento / SP,Criciúma / SC,0 x 0,12,2020,26/10/2020
Serie C,Tombense / MG,Volta Redonda / RJ,1 x 0,12,2020,25/10/2020
Serie C,Londrina / PR,Ituano / SP,1 x 0,12,2020,25/10/2020
Serie C,Paysandu / PA,Manaus / AM,1 x 1,13,2020,31/10/2020
Serie C,Botafogo / PB,Jacuipense / BA,1 x 1,13,2020,01/11/2020
Serie C,Imperatriz / MA,Santa Cruz / PE,1 x 6,13,2020,31/10/2020
Serie C,Ferroviário / CE,Treze / PB,0 x 1,13,2020,01/11/2020
Serie C,Vila Nova / GO,Remo / PA,0 x 0,13,2020,01/11/2020
Serie C,Ypiranga / RS,São Bento / SP,2 x 1,13,2020,01/11/2020
Serie C,Criciúma / SC,Tombense / MG,0 x 1,13,2020,01/11/2020
Serie C,Ituano / SP,Brusque / SC,3 x 1,13,2020,29/10/2020
Serie C,Boa / MG,Londrina / PR,0 x 0,13,2020,01/11/2020
Serie C,Volta Redonda / RJ,São José / RS,3 x 4,13,2020,01/11/2020
Serie C,Remo / PA,Treze / PB,1 x 0,14,2020,08/11/2020
Serie C,Botafogo / PB,Imperatriz / MA,7 x 0,14,2020,07/11/2020
Serie C,Manaus / AM,Ferroviário / CE,1 x 1,14,2020,07/11/2020
Serie C,Santa Cruz / PE,Vila Nova / GO,2 x 0,14,2020,07/11/2020
Serie C,Jacuipense / BA,Paysandu / PA,0 x 1,14,2020,08/11/2020
Serie C,São José / RS,Ituano / SP,0 x 1,14,2020,07/11/2020
Serie C,Brusque / SC,Boa / MG,2 x 2,14,2020,09/11/2020
Serie C,São Bento / SP,Londrina / PR,1 x 0,14,2020,07/11/2020
Serie C,Tombense / MG,Ypiranga / RS,2 x 0,14,2020,07/11/2020
Serie C,Volta Redonda / RJ,Criciúma / SC,0 x 0,14,2020,07/11/2020
Serie C,Remo / PA,Santa Cruz / PE,0 x 2,15,2020,13/11/2020
Serie C,Treze / PB,Manaus / AM,1 x 1,15,2020,14/11/2020
Serie C,Imperatriz / MA,Paysandu / PA,0 x 3,15,2020,16/11/2020
Serie C,Ferroviário / CE,Jacuipense / BA,0 x 0,15,2020,14/11/2020
Serie C,Vila Nova / GO,Botafogo / PB,0 x 1,15,2020,16/11/2020
Serie C,Ypiranga / RS,Volta Redonda / RJ,2 x 3,15,2020,14/11/2020
Serie C,Criciúma / SC,Ituano / SP,0 x 2,15,2020,14/11/2020
Serie C,São Bento / SP,Tombense / MG,2 x 2,15,2020,14/11/2020
Serie C,Boa / MG,São José / RS,1 x 0,15,2020,16/11/2020
Serie C,Londrina / PR,Brusque / SC,2 x 1,15,2020,14/11/2020
Serie C,Paysandu / PA,Ferroviário / CE,3 x 0,16,2020,22/11/2020
Serie C,Botafogo / PB,Remo / PA,0 x 0,16,2020,23/11/2020
Serie C,Imperatriz / MA,Vila Nova / GO,1 x 3,16,2020,21/11/2020
Serie C,Santa Cruz / PE,Manaus / AM,1 x 2,16,2020,21/11/2020
Serie C,Jacuipense / BA,Treze / PB,3 x 2,16,2020,22/11/2020
Serie C,São José / RS,Londrina / PR,0 x 0,16,2020,22/11/2020
Serie C,Criciúma / SC,Ypiranga / RS,4 x 4,16,2020,19/11/2020
Serie C,Ituano / SP,Boa / MG,4 x 3,16,2020,21/11/2020
Serie C,Tombense / MG,Brusque / SC,2 x 0,16,2020,21/11/2020
Serie C,Volta Redonda / RJ,São Bento / SP,1 x 1,16,2020,22/11/2020
Serie C,Paysandu / PA,Botafogo / PB,1 x 0,17,2020,27/11/2020
Serie C,Treze / PB,Vila Nova / GO,1 x 1,17,2020,28/11/2020
Serie C,Manaus / AM,Remo / PA,0 x 2,17,2020,28/11/2020
Serie C,Ferroviário / CE,Imperatriz / MA,7 x 0,17,2020,28/11/2020
Serie C,Jacuipense / BA,Santa Cruz / PE,1 x 0,17,2020,30/11/2020
Serie C,São José / RS,Criciúma / SC,2 x 0,17,2020,28/11/2020
Serie C,Brusque / SC,Volta Redonda / RJ,1 x 8,17,2020,28/11/2020
Serie C,Ituano / SP,Ypiranga / RS,1 x 2,17,2020,28/11/2020
Serie C,Boa / MG,São Bento / SP,0 x 1,17,2020,28/11/2020
Serie C,Londrina / PR,Tombense / MG,2 x 1,17,2020,28/11/2020
Serie C,Remo / PA,Paysandu / PA,0 x 0,18,2020,05/12/2020
Serie C,Botafogo / PB,Treze / PB,1 x 1,18,2020,05/12/2020
Serie C,Imperatriz / MA,Manaus / AM,1 x 2,18,2020,05/12/2020
Serie C,Santa Cruz / PE,Ferroviário / CE,3 x 3,18,2020,05/12/2020
Serie C,Vila Nova / GO,Jacuipense / BA,1 x 0,18,2020,05/12/2020
Serie C,Ypiranga / RS,São José / RS,3 x 1,18,2020,05/12/2020
Serie C,Criciúma / SC,Brusque / SC,2 x 2,18,2020,05/12/2020
Serie C,São Bento / SP,Ituano / SP,0 x 3,18,2020,05/12/2020
Serie C,Tombense / MG,Boa / MG,1 x 1,18,2020,05/12/2020
Serie C,Volta Redonda / RJ,Londrina / PR,2 x 2,18,2020,05/12/2020
Serie C,Brusque / SC,Santa Cruz / PE,0 x 0,19,2020,13/12/2020
Serie C,Vila Nova / GO,Ituano / SP,1 x 2,19,2020,14/12/2020
Serie C,Paysandu / PA,Ypiranga / RS,2 x 1,19,2020,13/12/2020
Serie C,Londrina / PR,Remo / PA,0 x 0,19,2020,12/12/2020
Serie C,Santa Cruz / PE,Vila Nova / GO,1 x 2,19,2020,19/12/2020
Serie C,Ituano / SP,Brusque / SC,1 x 1,19,2020,21/12/2020
Serie C,Ypiranga / RS,Londrina / PR,2 x 3,19,2020,20/12/2020
Serie C,Remo / PA,Paysandu / PA,3 x 1,19,2020,20/12/2020
Serie C,Ituano / SP,Santa Cruz / PE,1 x 2,19,2020,26/12/2020
Serie C,Brusque / SC,Vila Nova / GO,0 x 0,19,2020,26/12/2020
